Alter;Geschlecht;Einkommen;Internet_Affinit‰t;Dating_App;Partnersuche;Wohngegend
66;w;725696;0;yes;yes;Dorf
65;w;742118;0;yes;yes;Dorf
66;w;721605;0;yes;yes;Dorf
64;w;755330;1;yes;yes;Kleinstadt
51;w;61512;6;no;no;Land
52;m;56271;7;no;no;Kleinstadt
48;m;38415;6;no;no;Dorf
50;w;58682;5;no;no;Vorstadt
57;m;44814;6;no;no;Kleinstadt
53;w;59146;7;no;no;Kleinstadt
48;m;73764;5;no;no;Vorstadt
56;w;59347;7;no;yes;Vorstadt
46;w;70950;7;no;no;Kleinstadt
49;m;54870;6;yes;no;Dorf
51;m;58282;6;no;no;Land
50;m;47862;8;no;no;Groﬂstadt
50;w;62830;6;no;no;Kleinstadt
53;w;68670;6;no;no;Dorf
49;m;62872;7;no;no;Kleinstadt
51;w;61926;5;no;no;Kleinstadt
48;w;53780;4;no;no;Land
49;m;71269;6;no;no;Land
51;m;47713;7;no;no;Dorf
48;m;64965;6;yes;no;Land
48;w;50656;5;no;no;Vorstadt
54;m;46807;5;no;no;Land
59;m;61087;6;no;no;Dorf
57;w;59101;5;yes;no;Dorf
45;w;51393;5;no;no;Dorf
48;m;57831;6;no;no;Vorstadt
47;w;66058;5;no;no;Dorf
47;w;64827;5;no;no;Kleinstadt
48;m;66767;6;no;no;Kleinstadt
46;w;73099;6;no;no;Kleinstadt
50;m;51888;6;no;no;Vorstadt
51;m;73431;5;no;no;Vorstadt
55;m;65132;6;no;no;Kleinstadt
49;m;59380;8;no;no;Kleinstadt
49;w;49279;5;no;no;Dorf
48;m;56892;5;yes;no;Dorf
52;w;60968;6;yes;no;Land
50;w;51208;9;no;no;Dorf
47;w;50726;8;no;no;Groﬂstadt
51;m;59364;7;no;no;Groﬂstadt
51;w;47393;5;no;no;Land
50;w;54447;4;no;no;Kleinstadt
50;m;49595;6;no;no;Groﬂstadt
49;m;53346;6;no;no;Land
58;w;67151;7;no;no;Kleinstadt
50;w;59481;7;yes;no;Land
41;w;75321;5;no;no;Groﬂstadt
55;w;83249;6;yes;yes;Vorstadt
54;m;46915;5;no;no;Kleinstadt
55;w;66716;6;no;no;Kleinstadt
47;m;58989;7;no;no;Kleinstadt
58;w;72654;5;no;no;Dorf
45;w;71472;4;no;no;Land
50;m;58909;5;no;no;Kleinstadt
47;m;70840;7;no;yes;Kleinstadt
47;m;56591;6;no;no;Vorstadt
56;w;54943;7;no;no;Dorf
48;w;64649;8;no;no;Land
51;m;62487;6;no;no;Kleinstadt
52;m;63281;5;yes;no;Groﬂstadt
45;w;45208;8;no;no;Land
47;w;51074;7;yes;no;Land
51;m;63734;5;no;yes;Dorf
48;m;71845;7;no;no;Groﬂstadt
46;m;46979;7;no;no;Vorstadt
50;m;69548;6;no;no;Land
51;m;55082;5;yes;no;Vorstadt
50;w;63856;5;no;no;Dorf
44;m;62176;5;yes;no;Kleinstadt
48;m;76177;5;no;no;Groﬂstadt
51;m;58957;8;no;no;Dorf
44;w;59883;5;no;no;Land
49;w;51593;5;no;yes;Land
49;m;78335;5;no;no;Land
50;w;57121;5;yes;no;Land
48;w;56034;6;no;no;Land
51;m;66568;7;no;no;Kleinstadt
42;m;60198;7;no;no;Dorf
51;m;53152;4;no;yes;Vorstadt
49;w;72814;7;no;no;Vorstadt
47;m;66660;5;no;no;Groﬂstadt
43;w;42801;5;no;no;Kleinstadt
48;m;67586;6;no;no;Dorf
55;m;56093;5;no;no;Groﬂstadt
47;w;54703;6;yes;no;Vorstadt
49;m;50040;6;no;no;Groﬂstadt
45;w;67442;7;no;no;Kleinstadt
47;m;46681;6;no;no;Dorf
58;w;75902;7;no;no;Vorstadt
43;w;62620;7;no;no;Vorstadt
50;w;57932;6;no;no;Land
52;w;38952;6;no;yes;Land
45;m;76800;6;no;no;Groﬂstadt
51;m;46833;7;no;no;Kleinstadt
49;w;58247;6;no;no;Vorstadt
57;w;59301;6;no;no;Land
51;w;43596;7;no;no;Land
53;m;65757;6;no;no;Vorstadt
46;w;69627;6;no;no;Kleinstadt
52;w;65307;4;no;yes;Land
51;w;64128;4;no;no;Groﬂstadt
47;w;57346;7;no;no;Dorf
49;m;47489;8;no;no;Land
48;m;58146;6;no;no;Groﬂstadt
49;w;47740;7;no;no;Vorstadt
52;w;49522;6;no;no;Vorstadt
47;m;56228;5;no;no;Dorf
52;m;61665;6;no;no;Vorstadt
43;m;69852;8;no;yes;Groﬂstadt
49;m;48173;6;no;no;Kleinstadt
59;w;68607;6;no;no;Dorf
55;w;56880;6;no;no;Land
51;m;54273;5;no;no;Vorstadt
53;m;67292;5;no;no;Land
45;w;69742;6;no;no;Groﬂstadt
54;w;69825;5;yes;no;Dorf
48;w;71210;7;no;no;Vorstadt
48;m;77359;6;yes;no;Groﬂstadt
52;m;69517;5;no;no;Vorstadt
49;m;74804;5;no;no;Vorstadt
55;w;54841;6;no;no;Kleinstadt
49;w;45624;6;no;yes;Dorf
47;w;63911;6;no;no;Dorf
55;m;78251;5;no;no;Vorstadt
52;w;61045;8;no;no;Groﬂstadt
54;m;67181;5;no;no;Groﬂstadt
46;m;42392;5;no;yes;Dorf
52;m;70286;5;no;no;Groﬂstadt
49;w;64204;6;no;no;Kleinstadt
51;w;64496;7;no;no;Dorf
45;w;71694;5;no;no;Kleinstadt
47;w;80919;6;no;no;Kleinstadt
44;m;58719;6;no;yes;Kleinstadt
55;m;74671;6;no;yes;Dorf
49;w;52676;6;no;no;Vorstadt
52;m;61930;4;no;no;Kleinstadt
51;w;75580;7;no;no;Groﬂstadt
48;m;58422;5;no;no;Kleinstadt
44;w;53315;6;no;no;Land
54;w;51896;5;no;no;Kleinstadt
51;w;54671;7;no;yes;Vorstadt
48;m;68800;6;no;no;Vorstadt
49;m;65538;5;no;no;Land
47;m;61705;7;yes;no;Vorstadt
54;w;80138;7;no;yes;Land
53;w;56272;5;no;no;Vorstadt
51;w;69767;5;no;no;Kleinstadt
51;m;59361;6;no;no;Vorstadt
47;m;60055;7;no;no;Kleinstadt
49;m;69326;6;no;no;Dorf
43;w;61752;8;no;no;Kleinstadt
52;m;68982;6;no;no;Vorstadt
50;w;52209;7;no;no;Vorstadt
56;w;69824;6;no;no;Vorstadt
51;m;65121;6;no;no;Vorstadt
54;m;58872;8;no;no;Vorstadt
55;m;54600;6;no;no;Dorf
47;m;64363;6;no;no;Land
53;w;84876;6;no;no;Groﬂstadt
57;w;51355;7;no;no;Vorstadt
53;w;52422;6;no;no;Dorf
50;m;60313;7;no;no;Kleinstadt
49;m;48040;7;no;no;Land
49;w;44263;5;no;no;Groﬂstadt
50;w;56732;6;no;no;Land
51;w;55154;7;no;no;Groﬂstadt
54;m;58275;7;no;no;Groﬂstadt
44;w;58690;5;no;no;Kleinstadt
54;m;75930;5;no;yes;Kleinstadt
47;w;71952;7;no;no;Groﬂstadt
47;w;48764;6;yes;no;Vorstadt
52;w;49092;6;no;no;Dorf
51;m;75548;7;no;no;Kleinstadt
55;m;44900;7;no;no;Groﬂstadt
52;w;76506;6;no;no;Kleinstadt
45;w;60850;7;no;no;Dorf
52;w;58651;7;no;no;Vorstadt
47;m;59783;7;yes;no;Groﬂstadt
46;w;58318;8;no;no;Land
46;m;58032;6;no;no;Dorf
52;m;72650;6;no;no;Land
53;m;63802;6;no;no;Groﬂstadt
54;m;53619;6;yes;no;Vorstadt
57;w;35691;9;no;no;Vorstadt
49;m;47223;6;no;no;Dorf
40;m;61379;4;no;no;Dorf
51;w;54969;6;no;no;Dorf
47;w;43745;5;no;no;Land
48;m;54771;6;no;no;Vorstadt
50;m;70459;5;no;no;Land
52;w;74581;6;no;no;Vorstadt
51;w;52056;6;no;yes;Groﬂstadt
43;m;55432;5;no;no;Dorf
50;w;52483;5;no;no;Dorf
51;w;78908;7;no;no;Dorf
53;w;59497;6;no;no;Land
50;w;66730;7;yes;yes;Dorf
41;m;47989;7;no;no;Kleinstadt
53;m;83858;6;no;no;Kleinstadt
54;m;56824;7;no;no;Land
54;m;61394;5;no;no;Vorstadt
46;w;56419;6;no;no;Dorf
47;w;75949;6;no;no;Dorf
50;w;63728;6;no;no;Dorf
50;m;58564;6;yes;no;Groﬂstadt
54;w;41766;6;no;no;Groﬂstadt
44;m;74553;5;no;no;Kleinstadt
47;w;49616;7;no;no;Groﬂstadt
50;m;68712;6;no;no;Land
51;m;43266;5;no;no;Dorf
52;m;57732;6;no;no;Kleinstadt
51;w;62309;7;no;no;Vorstadt
51;w;56002;6;no;no;Kleinstadt
54;m;46206;7;no;yes;Groﬂstadt
55;m;47612;9;no;yes;Vorstadt
49;w;68047;6;no;no;Land
50;w;61699;6;no;no;Land
54;m;70345;6;no;no;Kleinstadt
42;w;70529;5;no;no;Land
50;m;88175;4;no;no;Kleinstadt
48;m;60846;7;no;no;Vorstadt
50;w;41778;6;no;no;Kleinstadt
48;w;59992;6;no;no;Kleinstadt
55;m;61637;6;no;no;Vorstadt
47;m;61639;6;yes;no;Groﬂstadt
48;m;76183;6;no;no;Vorstadt
49;w;33903;6;no;no;Land
50;m;59756;9;no;yes;Groﬂstadt
50;w;63525;6;no;yes;Dorf
48;w;59968;6;no;no;Vorstadt
51;w;63974;8;no;no;Kleinstadt
54;m;63519;6;no;no;Kleinstadt
54;m;40950;7;no;no;Kleinstadt
46;w;48811;8;no;no;Land
54;m;60782;5;yes;no;Dorf
53;w;68612;5;no;no;Vorstadt
43;w;67997;6;no;no;Groﬂstadt
49;w;47061;7;no;no;Kleinstadt
58;m;65226;6;no;no;Vorstadt
58;m;67002;5;yes;no;Land
49;m;52798;4;no;no;Dorf
48;w;63901;4;no;no;Groﬂstadt
54;w;56065;5;no;no;Groﬂstadt
53;m;56780;4;no;no;Dorf
48;m;49163;7;no;no;Kleinstadt
47;w;76651;5;no;no;Land
46;m;68049;6;no;no;Groﬂstadt
53;w;53591;7;no;no;Dorf
53;m;52145;5;yes;no;Dorf
55;w;41734;7;no;no;Groﬂstadt
53;w;60920;7;no;no;Groﬂstadt
58;m;61855;7;no;no;Land
51;m;78283;7;yes;no;Kleinstadt
53;w;49080;6;yes;no;Kleinstadt
45;m;70595;6;no;no;Vorstadt
42;w;68893;6;no;no;Dorf
53;m;47737;6;no;no;Vorstadt
45;w;62481;7;no;no;Vorstadt
50;w;33663;7;no;no;Kleinstadt
54;w;62554;6;no;no;Vorstadt
54;m;56808;6;no;no;Kleinstadt
46;w;52440;5;no;no;Kleinstadt
49;m;79775;9;no;no;Land
51;m;68945;6;no;yes;Groﬂstadt
46;w;68650;5;no;no;Land
51;w;63134;6;no;no;Vorstadt
51;w;65829;6;no;yes;Kleinstadt
51;m;70863;7;no;no;Dorf
53;w;55648;6;no;no;Vorstadt
46;m;29758;4;yes;no;Dorf
43;m;59125;7;no;no;Land
49;w;57267;5;no;no;Land
49;m;42517;7;no;no;Kleinstadt
58;m;47730;5;no;no;Kleinstadt
45;m;73235;6;yes;no;Kleinstadt
44;m;55370;5;no;no;Groﬂstadt
48;w;63973;7;yes;no;Dorf
49;m;54317;5;no;yes;Kleinstadt
56;w;54415;7;no;no;Kleinstadt
52;w;75905;6;no;no;Land
50;w;67761;6;no;no;Kleinstadt
53;m;38335;6;no;no;Vorstadt
56;w;51892;5;no;no;Dorf
52;m;54260;5;no;no;Groﬂstadt
45;w;54604;4;no;no;Vorstadt
53;m;58955;6;yes;no;Dorf
51;m;60985;6;no;no;Kleinstadt
48;m;70810;6;no;no;Land
47;m;47450;5;no;no;Kleinstadt
49;m;79775;7;no;no;Dorf
51;m;62673;6;no;no;Vorstadt
51;w;56691;6;no;no;Groﬂstadt
56;m;71224;6;no;yes;Kleinstadt
47;w;59360;4;no;no;Land
57;w;71174;6;yes;no;Groﬂstadt
41;w;80673;6;no;no;Dorf
46;w;68638;7;no;no;Land
46;m;59559;7;no;no;Dorf
50;m;64064;6;no;no;Kleinstadt
54;w;54067;5;no;no;Vorstadt
52;m;64798;6;no;no;Dorf
49;w;68691;5;no;no;Land
48;w;60324;5;no;no;Land
49;m;64808;6;no;no;Dorf
48;w;37575;7;no;no;Land
48;m;61566;6;no;no;Kleinstadt
53;m;71097;6;no;no;Groﬂstadt
50;w;52571;5;no;no;Land
57;m;49428;5;no;no;Land
49;m;70700;6;yes;no;Land
46;m;56734;5;no;no;Dorf
55;w;76693;6;no;no;Land
40;m;61135;6;no;no;Dorf
51;w;63277;7;no;no;Vorstadt
50;m;72642;7;no;no;Dorf
50;w;52626;5;no;no;Land
49;w;63403;7;yes;no;Groﬂstadt
44;w;60004;7;no;no;Groﬂstadt
56;m;65530;7;yes;yes;Vorstadt
53;w;46184;6;no;no;Vorstadt
55;m;55336;6;no;no;Dorf
52;w;65860;5;no;no;Dorf
57;m;56736;6;no;no;Kleinstadt
50;m;48651;6;no;no;Vorstadt
53;m;41092;6;no;no;Groﬂstadt
46;m;74092;7;no;no;Land
48;w;66747;7;no;no;Land
49;w;45976;6;no;no;Land
46;w;41274;6;no;no;Groﬂstadt
50;w;46282;7;yes;no;Vorstadt
44;w;58416;6;no;no;Groﬂstadt
51;m;76922;7;no;no;Land
43;w;42061;6;no;no;Groﬂstadt
46;m;61958;6;no;no;Vorstadt
44;w;59220;6;yes;no;Dorf
44;m;75700;6;no;no;Dorf
51;m;61757;4;no;no;Kleinstadt
56;m;54154;8;no;no;Dorf
47;w;64553;6;no;no;Land
48;w;61911;5;no;no;Vorstadt
50;w;64339;6;no;no;Kleinstadt
52;w;66526;6;no;no;Vorstadt
47;w;78413;6;no;no;Vorstadt
51;w;37515;7;yes;no;Land
52;w;39502;8;no;no;Land
51;m;49746;6;no;no;Vorstadt
42;w;62029;6;yes;no;Kleinstadt
53;m;49184;7;no;no;Dorf
54;w;63992;6;no;no;Dorf
49;m;55076;5;no;yes;Kleinstadt
51;m;60071;6;yes;no;Kleinstadt
50;m;39679;5;no;no;Kleinstadt
50;w;57107;7;no;no;Kleinstadt
54;m;68256;6;no;no;Dorf
52;m;77027;6;no;no;Land
52;w;69288;5;no;no;Groﬂstadt
56;w;63010;6;no;no;Vorstadt
50;m;53287;7;no;no;Vorstadt
50;m;61768;7;yes;no;Kleinstadt
44;m;46587;5;no;no;Kleinstadt
48;w;39401;7;no;no;Kleinstadt
42;w;70603;6;no;no;Kleinstadt
47;m;59468;6;no;no;Dorf
50;m;58345;7;no;no;Land
51;m;54374;6;no;yes;Vorstadt
52;w;57272;5;no;no;Vorstadt
50;m;74947;5;no;no;Groﬂstadt
56;w;58956;6;no;no;Dorf
46;m;60346;5;no;no;Groﬂstadt
50;m;60258;7;no;no;Vorstadt
55;m;44778;5;no;no;Groﬂstadt
48;m;63652;7;no;no;Vorstadt
47;w;59629;5;no;no;Kleinstadt
48;w;51570;6;no;no;Dorf
46;m;57111;7;no;no;Kleinstadt
49;m;63467;7;no;no;Land
52;m;61069;6;no;no;Dorf
50;w;54282;5;no;no;Vorstadt
55;w;45548;6;no;no;Vorstadt
53;w;53151;6;yes;no;Dorf
50;w;68784;7;yes;no;Dorf
46;w;74425;7;no;no;Vorstadt
47;m;60212;5;yes;no;Dorf
48;m;70882;6;no;no;Land
56;m;69144;5;no;no;Kleinstadt
48;w;53330;5;no;no;Kleinstadt
49;w;67637;7;no;no;Dorf
50;m;50709;7;no;no;Kleinstadt
48;m;49545;6;no;no;Land
49;m;58012;6;no;yes;Land
51;m;53444;5;no;no;Kleinstadt
45;m;55515;6;no;no;Kleinstadt
54;w;51481;5;no;no;Vorstadt
50;w;35401;7;no;no;Dorf
50;m;71440;4;no;no;Vorstadt
44;w;55107;7;no;no;Land
51;w;36617;7;no;no;Groﬂstadt
48;m;80803;7;no;no;Groﬂstadt
48;m;63979;7;no;no;Dorf
51;m;71471;6;no;no;Vorstadt
50;w;39799;6;yes;yes;Vorstadt
43;w;45865;5;no;no;Land
52;m;69469;6;no;no;Kleinstadt
50;w;54511;4;no;no;Kleinstadt
51;w;60915;5;no;no;Land
59;w;48617;6;no;yes;Kleinstadt
51;m;79834;6;no;no;Groﬂstadt
47;m;60772;6;no;no;Kleinstadt
49;m;47905;8;no;no;Land
45;w;44446;6;no;no;Kleinstadt
48;w;62820;7;no;no;Vorstadt
48;w;66490;5;no;no;Vorstadt
56;m;71007;5;no;no;Vorstadt
52;w;64514;4;no;no;Vorstadt
49;w;71129;6;no;no;Groﬂstadt
45;w;73082;5;no;no;Groﬂstadt
48;w;40786;6;no;no;Dorf
59;w;53567;8;no;no;Kleinstadt
58;w;61472;6;no;no;Groﬂstadt
54;w;65640;6;no;no;Vorstadt
56;m;61988;6;no;no;Vorstadt
59;w;60482;7;no;no;Land
49;w;54745;7;no;yes;Kleinstadt
56;w;74227;7;no;no;Kleinstadt
52;w;53232;6;no;no;Kleinstadt
52;m;62834;7;no;no;Groﬂstadt
53;m;51119;5;no;no;Kleinstadt
46;w;61522;6;no;no;Vorstadt
61;w;53342;6;no;no;Vorstadt
53;w;40085;7;no;no;Vorstadt
45;m;45801;6;no;no;Kleinstadt
46;w;58076;5;no;yes;Land
54;w;48980;6;no;no;Dorf
52;w;44652;6;no;no;Vorstadt
48;w;50067;6;no;no;Land
52;w;35593;7;yes;no;Groﬂstadt
42;m;61255;5;no;no;Vorstadt
53;m;75165;6;no;no;Vorstadt
52;m;64965;7;no;no;Dorf
50;m;55092;4;no;yes;Kleinstadt
48;m;61992;4;no;no;Land
48;m;69528;6;yes;no;Vorstadt
52;m;64863;6;no;no;Land
45;m;61467;6;no;no;Kleinstadt
48;m;73497;6;no;no;Groﬂstadt
56;w;78878;7;no;no;Dorf
53;m;72795;6;no;no;Dorf
42;m;64396;7;no;no;Dorf
48;w;59395;5;no;no;Land
52;w;59003;5;no;no;Dorf
49;m;66486;6;no;no;Groﬂstadt
51;m;67687;6;yes;no;Dorf
54;m;52175;7;no;no;Land
62;m;62186;7;no;no;Vorstadt
53;m;68312;5;no;no;Kleinstadt
50;m;60490;6;yes;no;Land
54;w;59308;8;no;no;Land
60;w;66629;6;no;no;Kleinstadt
46;m;63968;8;no;no;Land
50;w;60755;5;no;no;Vorstadt
47;w;67076;3;no;no;Vorstadt
48;m;52058;6;no;no;Groﬂstadt
56;m;67014;6;no;yes;Kleinstadt
46;w;53664;6;no;no;Dorf
55;w;49340;5;no;no;Vorstadt
46;w;74272;7;no;no;Dorf
47;m;66334;8;no;no;Vorstadt
53;m;51275;6;no;no;Kleinstadt
49;m;64048;7;no;no;Dorf
51;m;59298;6;no;no;Kleinstadt
45;w;66230;5;yes;no;Groﬂstadt
52;w;28064;6;no;yes;Groﬂstadt
51;w;54998;5;yes;no;Kleinstadt
50;m;67686;6;no;no;Kleinstadt
45;w;52961;5;no;no;Groﬂstadt
48;w;60422;4;no;no;Land
54;m;58758;5;no;yes;Dorf
51;w;72981;7;no;no;Vorstadt
49;w;60817;7;no;no;Groﬂstadt
55;m;59619;8;no;no;Groﬂstadt
50;w;56123;5;no;no;Vorstadt
45;m;47242;7;yes;no;Land
47;w;54724;6;no;no;Dorf
45;w;73526;5;no;no;Dorf
51;w;59565;5;no;no;Dorf
55;w;64328;6;no;no;Vorstadt
52;m;61954;8;no;no;Vorstadt
47;w;40971;5;no;no;Vorstadt
55;w;51207;4;no;no;Kleinstadt
54;m;70062;4;no;no;Land
47;w;69787;5;no;no;Land
49;w;80809;5;yes;no;Kleinstadt
55;w;62142;6;no;no;Vorstadt
57;w;60376;7;no;no;Groﬂstadt
54;m;73035;6;no;yes;Kleinstadt
50;m;44936;6;no;no;Dorf
50;w;54969;6;no;no;Groﬂstadt
51;m;65745;5;no;no;Vorstadt
57;w;79033;5;no;no;Kleinstadt
53;w;53991;6;no;no;Kleinstadt
44;w;289150;5;yes;no;Kleinstadt
39;m;170533;5;no;no;Vorstadt
50;m;307719;4;no;no;Groﬂstadt
49;w;261739;2;no;no;Kleinstadt
33;m;28680;3;yes;no;Vorstadt
44;w;188789;4;no;no;Dorf
49;m;399674;2;no;no;Vorstadt
34;m;168385;3;no;no;Vorstadt
41;w;177684;3;no;no;Vorstadt
38;m;311291;4;no;no;Land
56;m;242540;3;no;no;Groﬂstadt
38;w;200506;6;no;no;Kleinstadt
52;m;228847;4;no;no;Dorf
41;w;291786;4;yes;no;Groﬂstadt
38;m;170850;4;no;no;Kleinstadt
43;m;249714;4;no;no;Land
41;m;248780;1;no;no;Dorf
46;m;370619;5;no;no;Kleinstadt
47;w;133712;2;no;no;Kleinstadt
42;m;119997;5;no;no;Dorf
43;w;49609;5;no;yes;Vorstadt
50;m;173493;4;no;no;Vorstadt
33;w;62190;6;no;no;Dorf
52;w;173747;6;no;no;Vorstadt
29;m;156661;5;no;no;Groﬂstadt
39;m;278288;3;no;no;Vorstadt
42;w;77220;2;no;no;Groﬂstadt
48;m;121545;3;yes;no;Vorstadt
50;m;217333;4;no;no;Groﬂstadt
55;m;344849;5;no;no;Vorstadt
57;m;118185;6;no;no;Land
39;m;213184;2;no;no;Land
37;w;262091;7;no;yes;Land
50;w;18632;4;no;no;Kleinstadt
51;w;155233;6;no;no;Kleinstadt
48;w;257374;6;no;yes;Vorstadt
46;m;290907;4;no;no;Land
37;m;264590;0;no;no;Land
44;m;187919;3;no;no;Dorf
43;m;114690;4;no;no;Groﬂstadt
44;m;217748;3;no;no;Kleinstadt
53;m;189521;4;no;no;Groﬂstadt
45;w;45823;7;no;no;Vorstadt
40;w;27090;4;no;no;Kleinstadt
52;w;113496;3;no;no;Kleinstadt
40;m;171556;5;no;no;Groﬂstadt
42;m;354304;3;no;no;Land
49;w;75552;5;no;no;Dorf
48;m;141223;3;no;no;Vorstadt
45;w;114858;6;no;no;Dorf
45;m;152913;4;no;no;Kleinstadt
33;m;111703;5;no;no;Dorf
40;w;179334;6;no;no;Dorf
45;m;267984;1;no;no;Vorstadt
39;m;193633;3;no;no;Land
46;w;204040;3;yes;no;Vorstadt
41;w;261536;8;no;yes;Kleinstadt
45;m;51753;5;no;no;Dorf
52;m;119359;4;no;no;Land
42;m;166483;4;no;no;Groﬂstadt
39;m;456392;4;no;no;Dorf
44;w;193501;6;no;no;Land
38;w;111132;4;no;no;Vorstadt
53;m;263121;6;no;no;Kleinstadt
39;m;189407;1;no;no;Dorf
45;w;281027;3;no;no;Dorf
44;w;31925;4;no;no;Vorstadt
43;w;189189;4;no;no;Land
45;m;124448;4;no;no;Kleinstadt
43;m;44342;5;no;no;Land
39;m;66508;4;no;no;Kleinstadt
48;m;320892;2;no;no;Dorf
45;w;96615;4;no;no;Kleinstadt
41;m;272920;2;no;no;Land
43;m;225416;4;no;no;Kleinstadt
58;w;130733;4;no;no;Dorf
48;m;200768;3;no;no;Land
34;w;86400;6;no;no;Vorstadt
37;w;295324;7;no;no;Vorstadt
37;m;338979;4;no;no;Groﬂstadt
33;w;177543;5;no;no;Kleinstadt
42;m;129743;6;no;no;Dorf
40;w;372588;6;no;no;Kleinstadt
38;w;343361;2;no;no;Vorstadt
67;m;258237;2;no;no;Kleinstadt
50;w;309883;1;no;no;Groﬂstadt
40;w;228471;5;no;no;Land
61;m;318804;3;no;no;Dorf
51;w;311578;5;no;no;Groﬂstadt
50;w;242171;5;no;no;Vorstadt
36;w;228078;4;no;no;Dorf
46;m;147757;5;no;no;Kleinstadt
42;w;161798;4;yes;no;Vorstadt
34;m;240343;4;no;no;Vorstadt
35;w;502560;4;no;no;Groﬂstadt
39;m;218090;4;no;no;Dorf
50;w;367628;4;no;no;Vorstadt
53;w;118978;2;no;no;Kleinstadt
49;m;206036;4;no;no;Kleinstadt
53;m;420040;3;no;no;Kleinstadt
46;w;296623;7;no;no;Land
42;w;234743;4;no;no;Land
49;m;211286;3;no;no;Land
46;w;267336;3;no;no;Groﬂstadt
54;w;95471;6;no;no;Dorf
47;w;119206;5;no;yes;Land
44;m;229965;5;no;no;Vorstadt
35;m;227019;5;yes;no;Vorstadt
33;w;141135;4;no;no;Groﬂstadt
49;m;219729;4;no;no;Dorf
40;w;51899;5;yes;no;Vorstadt
53;m;183838;4;no;no;Land
40;m;289193;8;no;no;Vorstadt
42;m;472817;5;no;no;Kleinstadt
39;w;75287;2;no;no;Land
53;m;209196;3;no;no;Land
43;w;302348;3;no;no;Land
49;w;418365;3;no;no;Kleinstadt
43;m;190678;4;no;no;Land
42;m;158973;4;no;no;Vorstadt
50;m;272637;6;no;no;Groﬂstadt
44;m;287411;2;no;no;Vorstadt
48;m;203729;4;no;no;Groﬂstadt
46;w;63859;1;no;no;Land
43;w;157087;4;no;no;Vorstadt
49;m;198123;4;no;no;Vorstadt
52;w;65307;4;no;no;Groﬂstadt
53;m;297341;4;no;no;Dorf
42;w;261326;3;no;no;Land
52;m;333668;4;no;no;Vorstadt
45;m;85323;2;no;no;Vorstadt
37;w;360562;2;no;no;Vorstadt
41;m;219392;2;no;no;Groﬂstadt
47;m;421008;6;no;no;Groﬂstadt
37;m;261324;3;no;no;Land
47;m;80691;4;no;no;Dorf
49;w;15626;3;no;no;Groﬂstadt
51;w;233421;2;no;no;Land
48;m;184503;4;no;no;Groﬂstadt
57;w;424647;3;no;no;Vorstadt
37;m;61025;5;no;no;Dorf
34;m;256806;3;no;no;Groﬂstadt
33;m;111881;7;no;no;Groﬂstadt
43;m;261091;2;no;no;Dorf
58;m;59376;4;no;no;Groﬂstadt
47;w;241207;4;no;no;Vorstadt
47;m;170538;3;no;no;Land
48;w;329874;4;no;no;Vorstadt
48;w;344407;3;no;no;Kleinstadt
43;m;169957;4;no;no;Land
37;w;205237;4;no;no;Dorf
43;w;309287;4;no;no;Land
35;m;426875;3;no;no;Vorstadt
30;m;210172;3;no;no;Groﬂstadt
42;m;216297;6;no;no;Land
40;m;125382;5;no;no;Vorstadt
42;m;416343;3;no;no;Vorstadt
49;w;188433;6;no;no;Dorf
42;m;130029;5;no;yes;Groﬂstadt
40;w;356862;6;no;no;Dorf
32;m;206146;2;no;no;Vorstadt
43;w;217962;4;no;no;Dorf
49;m;148505;6;no;no;Dorf
43;w;293870;4;no;no;Dorf
52;m;226588;4;no;no;Groﬂstadt
52;w;172455;3;no;no;Groﬂstadt
41;m;251099;5;no;no;Land
44;w;59270;0;no;no;Land
45;w;121568;5;no;no;Groﬂstadt
39;m;207458;3;no;no;Vorstadt
50;w;84539;5;no;no;Kleinstadt
47;m;111792;4;no;no;Dorf
42;m;99617;5;no;no;Land
52;w;174698;3;no;no;Vorstadt
44;w;242618;4;no;no;Groﬂstadt
45;w;188520;6;no;no;Land
44;m;314771;4;yes;yes;Kleinstadt
37;m;358348;3;no;no;Land
49;w;148116;6;no;no;Kleinstadt
46;m;363104;3;no;no;Land
45;m;312510;4;no;no;Groﬂstadt
48;w;254924;4;no;no;Dorf
36;m;122764;4;no;no;Kleinstadt
42;w;184634;6;no;no;Kleinstadt
39;m;376896;5;no;no;Kleinstadt
28;m;301143;7;no;yes;Land
48;m;267085;7;no;no;Dorf
45;m;37461;4;no;no;Dorf
51;m;49678;4;no;no;Groﬂstadt
46;m;146024;7;no;no;Vorstadt
46;w;55580;5;no;no;Kleinstadt
54;m;259987;5;no;no;Kleinstadt
52;w;253390;2;no;no;Dorf
45;w;80879;4;no;no;Kleinstadt
51;w;139210;3;no;no;Dorf
55;m;163636;3;no;no;Land
45;m;255451;5;no;no;Dorf
54;w;120472;4;no;no;Groﬂstadt
47;w;170594;6;no;no;Land
40;m;172484;3;no;no;Groﬂstadt
45;w;190842;3;no;no;Kleinstadt
50;w;232201;5;no;no;Kleinstadt
51;w;68546;7;no;no;Dorf
41;m;223766;4;no;no;Land
51;m;296521;4;no;no;Groﬂstadt
53;w;94293;4;no;no;Groﬂstadt
43;w;188625;1;no;no;Groﬂstadt
55;m;113876;7;no;no;Vorstadt
53;w;203207;5;no;no;Kleinstadt
44;w;200057;3;no;no;Dorf
